event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-02-01 00:03:45 UTC,view,5862228,1.48758E+18,,matrix,20.56,495404942,3a569c8d-d848-4f09-a925-33f673d84c46
2020-02-01 00:03:48 UTC,view,5920400,1.48758E+18,,,30.41,608822393,45fd9b7d-54c8-4d28-bf35-642a9fb5e8c8
2020-02-01 00:03:50 UTC,cart,5883810,1.48758E+18,,,3.81,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:03:50 UTC,cart,5839648,1.48758E+18,,masura,2.37,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:03:56 UTC,view,5911741,1.48758E+18,,masura,1.73,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:04:00 UTC,cart,5903763,1.48758E+18,,,1.59,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:04:03 UTC,view,5685387,1.48758E+18,,farmona,26.32,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:04:04 UTC,cart,5911741,1.48758E+18,,masura,1.73,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:04:25 UTC,view,5685361,1.48758E+18,,farmona,27,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:04:26 UTC,view,5797969,1.48758E+18,,masura,1.73,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:04:30 UTC,view,5876927,1.48758E+18,,domix,3.41,608822750,af9a80d2-a493-4e74-bbca-1215d9f2d04b
2020-02-01 00:04:31 UTC,view,5809912,1.60294E+18,,grattol,5.24,606657051,8a90fa1c-33c7-459e-be6b-181047edd6e3
2020-02-01 00:04:32 UTC,view,5837214,1.48758E+18,,pnb,8.73,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:04:41 UTC,view,5769877,1.48758E+18,,kapous,3.65,608822762,71250188-fa9f-427a-a307-1d5db96339b9
2020-02-01 00:04:50 UTC,remove_from_cart,5561064,1.48758E+18,,,3,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:04:51 UTC,remove_from_cart,5561064,1.48758E+18,,,3,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:04:54 UTC,view,5798053,1.63846E+18,,pole,4.11,608817942,580e2a2f-5905-4acf-a2a0-9d863d8b6fcd
2020-02-01 00:04:58 UTC,view,5734578,1.48758E+18,,haruyama,3.97,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:05:01 UTC,cart,5656124,1.48758E+18,,,0.75,573521387,f19687c4-c4ec-45ac-b23b-bc2e47ca75d5
2020-02-01 00:05:03 UTC,view,5699795,1.48758E+18,,runail,4.44,524521174,0928f4bf-02b6-40bd-aa5a-4d8ec14c0c1d
2020-02-01 00:05:17 UTC,view,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:05:17 UTC,view,5825475,1.54748E+18,,,20,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:05:21 UTC,cart,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:05:22 UTC,cart,5886746,1.48758E+18,,,1.59,485174092,4be9643a-420b-4c6b-83dd-a15e772fbf7a
2020-02-01 00:05:25 UTC,cart,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:05:26 UTC,cart,5893833,1.48758E+18,,masura,3.95,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:05:26 UTC,remove_from_cart,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:05:27 UTC,view,5845616,1.93717E+18,,lovely,7.78,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:05:27 UTC,view,5836842,1.48758E+18,,pnb,31.59,608706102,9dfef9bb-c0a7-4a8e-a3c4-790e89107b58
2020-02-01 00:05:32 UTC,view,5790689,1.48758E+18,,nitrimax,3.97,608658850,f4c1d098-9ada-4517-8be2-a663cf1ac924
2020-02-01 00:05:34 UTC,cart,5698975,1.48758E+18,,,1.59,485174092,4be9643a-420b-4c6b-83dd-a15e772fbf7a
2020-02-01 00:05:34 UTC,view,5839270,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:05:36 UTC,cart,5859420,1.48758E+18,,masura,2.37,417102560,dcf90ff3-a246-4b00-b39a-83e6444a0769
2020-02-01 00:05:40 UTC,remove_from_cart,5700192,1.48758E+18,,,8.25,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:05:52 UTC,view,5746011,1.48758E+18,,runail,34.92,608801840,752e40d8-ef51-482f-90e5-b82157c0b5b4
2020-02-01 00:05:58 UTC,remove_from_cart,5859180,1.48758E+18,,,2.19,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:06:00 UTC,view,5723529,1.48758E+18,,runail,2.94,608801840,8a800870-3f7b-b5d4-0cc3-c46f14704a9d
2020-02-01 00:06:05 UTC,cart,5844316,1.48758E+18,,,1.57,485174092,4be9643a-420b-4c6b-83dd-a15e772fbf7a
2020-02-01 00:06:15 UTC,view,5711113,1.48758E+18,,f.o.x,6.03,423651741,fb42a963-abef-4c4f-b1ba-f5812dd54e80
2020-02-01 00:06:23 UTC,view,5830633,1.89143E+18,,petitfee,19.27,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:06:25 UTC,view,5886282,1.48758E+18,,,21.59,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:06:27 UTC,view,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:06:29 UTC,view,5839208,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:06:32 UTC,cart,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:06:34 UTC,cart,5844314,1.48758E+18,,,1.57,485174092,4be9643a-420b-4c6b-83dd-a15e772fbf7a
2020-02-01 00:06:36 UTC,remove_from_cart,5904364,1.48758E+18,,,1.59,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:06:36 UTC,remove_from_cart,5904364,1.48758E+18,,,1.59,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:06:56 UTC,cart,5687132,1.48758E+18,,,0.79,573521387,f19687c4-c4ec-45ac-b23b-bc2e47ca75d5
2020-02-01 00:06:57 UTC,remove_from_cart,5921821,2.11533E+18,,,4.95,567772288,845a2997-bcb8-4351-8aaa-4348c96475c4
2020-02-01 00:06:59 UTC,cart,5830633,1.89143E+18,,petitfee,19.27,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:07:00 UTC,remove_from_cart,5645718,1.48758E+18,,milv,0.79,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:07:01 UTC,remove_from_cart,5645718,1.48758E+18,,milv,0.79,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:07:24 UTC,view,5866135,1.48758E+18,,s.care,103.17,608822567,b18113c2-c58b-463e-8514-fcc3f69c8924
2020-02-01 00:07:28 UTC,cart,5732030,1.48758E+18,,domix,2.89,559689654,760e3daa-6ef5-41b2-bfc8-2b3b30235476
2020-02-01 00:07:35 UTC,view,5784040,1.784E+18,,,7.86,524521174,0928f4bf-02b6-40bd-aa5a-4d8ec14c0c1d
2020-02-01 00:07:41 UTC,view,5917178,1.48758E+18,,,16.35,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:07:43 UTC,view,5839281,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:07:52 UTC,view,5813466,1.48758E+18,,,86.51,567772288,845a2997-bcb8-4351-8aaa-4348c96475c4
2020-02-01 00:08:00 UTC,view,5800917,1.48758E+18,,,32.54,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:08:18 UTC,view,5883126,1.48758E+18,,,1.75,608823233,9c81e678-c3ef-46fd-bf37-31c73e582397
2020-02-01 00:08:21 UTC,view,5843750,1.48758E+18,,,7.71,608823239,33bc5d93-f098-4567-a069-b215c53259b6
2020-02-01 00:08:22 UTC,purchase,5678411,1.48758E+18,,estel,2.62,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5686925,1.48758E+18,,,0.35,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5696187,1.48758E+18,,runail,2.14,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5727535,1.48758E+18,,,2.7,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5804604,1.48758E+18,,bluesky,3.97,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5809871,1.60516E+18,,grattol,3.02,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5832415,1.48758E+18,,,2.38,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5834460,1.48758E+18,,pole,0.79,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5854580,1.48758E+18,,jessnail,3.81,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5888579,2.15119E+18,,,3.33,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:22 UTC,purchase,5889163,2.13435E+18,,,3.49,278482846,ac0cda7a-f372-4ad3-90c7-7357128a4771
2020-02-01 00:08:27 UTC,view,5788122,1.48758E+18,,,4.44,539194336,4d212c18-717a-462d-aa19-ee1c7980ea65
2020-02-01 00:08:33 UTC,view,5917178,1.48758E+18,,,16.35,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:08:35 UTC,view,4549,1.48758E+18,,,9.52,601871999,334f8cd8-efd1-4a06-865d-54fd18c45656
2020-02-01 00:08:37 UTC,view,5839230,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:08:44 UTC,cart,5842141,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:08:49 UTC,cart,5842141,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:08:49 UTC,cart,5842141,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:08:53 UTC,view,5839213,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:08:55 UTC,view,5788122,1.48758E+18,,,4.44,539194336,4d212c18-717a-462d-aa19-ee1c7980ea65
2020-02-01 00:08:55 UTC,view,5900651,1.48758E+18,,,19.52,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:09:00 UTC,view,5845581,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:09:08 UTC,view,5769717,1.48758E+18,,,14.13,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:09:13 UTC,cart,5864107,1.48758E+18,,bluesky,2.38,608822992,d6e7f8a4-fa29-4dd7-8920-49394b58c764
2020-02-01 00:09:14 UTC,view,5839066,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:09:17 UTC,view,5837152,1.784E+18,,pnb,8.73,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:09:18 UTC,view,5892179,1.48758E+18,,,18.89,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:09:21 UTC,view,5858188,1.48758E+18,,,4.76,608823365,c75a65ff-a71b-48f3-ab42-1f86e62970ce
2020-02-01 00:09:35 UTC,view,5688840,1.48758E+18,,,86.51,565324284,15579fc5-a9c4-40ef-8154-98fad110153c
2020-02-01 00:09:38 UTC,view,5768981,1.48758E+18,,irisk,82.54,567772288,845a2997-bcb8-4351-8aaa-4348c96475c4
2020-02-01 00:09:39 UTC,view,5844300,1.48758E+18,,,16.67,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:09:40 UTC,view,5838086,1.48758E+18,,levrana,6.35,554962001,eb8923d0-51bf-4d9a-8477-1435e3bb0d08
2020-02-01 00:09:40 UTC,view,5845593,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:09:45 UTC,view,5739989,1.784E+18,,,3.49,538910603,2deb7ae5-52f1-4f71-abc4-1f9384cdea42
2020-02-01 00:10:08 UTC,view,5909810,1.48758E+18,,,18.73,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:10:08 UTC,view,5818479,1.48758E+18,,,3,538910603,2deb7ae5-52f1-4f71-abc4-1f9384cdea42
2020-02-01 00:10:10 UTC,view,5654991,1.48758E+18,,godefroy,6.16,605256911,39febaf3-a64b-4b1a-993c-ddd3d9f63f2b
2020-02-01 00:10:15 UTC,view,5868795,1.784E+18,,cosmoprofi,6.35,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:10:24 UTC,view,5836514,2.15119E+18,,nagaraku,1.59,608823514,61656e02-4aae-41a4-b16d-3feb71e9a09e
2020-02-01 00:10:30 UTC,view,5839280,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:10:39 UTC,view,5845615,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:10:48 UTC,cart,5869084,1.48758E+18,,oniq,7.62,573521387,f19687c4-c4ec-45ac-b23b-bc2e47ca75d5
2020-02-01 00:10:52 UTC,cart,5868795,1.784E+18,,cosmoprofi,6.35,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:11:03 UTC,view,5866562,1.784E+18,,,4.44,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:11:08 UTC,view,5839232,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:11:29 UTC,view,5755875,2.15119E+18,,,10.32,588406471,9480a801-d467-488b-8368-03cd5423312c
2020-02-01 00:11:30 UTC,view,39956,1.48758E+18,,,2.86,558637512,f16a8f39-671a-4a83-a7fa-fc69148afe6d
2020-02-01 00:11:44 UTC,view,5869086,1.48758E+18,,oniq,7.62,573521387,f19687c4-c4ec-45ac-b23b-bc2e47ca75d5
2020-02-01 00:12:03 UTC,view,5842669,1.48758E+18,,,14.51,608823701,6534d827-2696-43ad-b07f-f0de1a978f43
2020-02-01 00:12:06 UTC,cart,5615144,1.48758E+18,,,4.76,608822992,d6e7f8a4-fa29-4dd7-8920-49394b58c764
2020-02-01 00:12:09 UTC,view,5885631,1.784E+18,,,15.48,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:12:16 UTC,view,5885630,1.784E+18,,,31.35,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:12:25 UTC,cart,5783987,1.48758E+18,,,4.75,608822992,d6e7f8a4-fa29-4dd7-8920-49394b58c764
2020-02-01 00:12:26 UTC,view,5839207,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:12:30 UTC,view,5724670,1.48758E+18,,irisk,2.48,558432692,00ee796d-73dc-42be-989f-65db261b087a
2020-02-01 00:12:38 UTC,cart,5724670,1.48758E+18,,irisk,2.48,558432692,00ee796d-73dc-42be-989f-65db261b087a
2020-02-01 00:12:40 UTC,view,5924482,1.48758E+18,,,0,579927966,46140b11-fc78-4a3e-bce5-caec0a991bd3
2020-02-01 00:12:42 UTC,cart,5862936,1.48758E+18,,freedecor,0.79,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:12:44 UTC,cart,5842139,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:12:52 UTC,remove_from_cart,5849033,1.48758E+18,,uno,10.32,558432692,00ee796d-73dc-42be-989f-65db261b087a
2020-02-01 00:12:52 UTC,remove_from_cart,5849033,1.48758E+18,,uno,10.32,558432692,00ee796d-73dc-42be-989f-65db261b087a
2020-02-01 00:12:53 UTC,remove_from_cart,5751383,1.48758E+18,,uno,10.32,558432692,00ee796d-73dc-42be-989f-65db261b087a
2020-02-01 00:12:53 UTC,view,5814516,1.48758E+18,,,13.49,608823799,e2dbb130-aa8d-456c-849b-d328cca623d6
2020-02-01 00:12:57 UTC,view,5839197,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:13:13 UTC,view,5649302,1.48758E+18,,concept,7.78,491436970,30c7a478-96b1-4c6b-8068-5032725ef729
2020-02-01 00:13:21 UTC,view,5794757,1.784E+18,,irisk,5.4,608822554,f19cc33d-5a0d-4a7c-9518-cece178f6b2f
2020-02-01 00:13:28 UTC,view,5904008,1.93717E+18,,lovely,5.54,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:13:31 UTC,cart,5851608,2.05516E+18,,irisk,1.75,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:13:44 UTC,view,5845583,1.93717E+18,,lovely,7.78,585409344,299e0df4-cce9-47db-a9be-46437fda3136
2020-02-01 00:13:46 UTC,cart,5864736,2.05516E+18,,bpw.style,1.59,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:13:48 UTC,view,5541652,1.784E+18,,runail,8.37,565945720,74dfd4e5-eb91-4443-bbc6-ac8f73d3ad99
2020-02-01 00:13:49 UTC,cart,5724573,1.48758E+18,,irisk,2.48,558432692,0065215b-de9e-485d-82b7-969e62d691c8
2020-02-01 00:13:49 UTC,cart,5864737,2.05516E+18,,bpw.style,1.59,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:13:58 UTC,cart,5886754,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:13:59 UTC,cart,5886754,1.48758E+18,,,1.59,262107180,3752b11a-8960-49c6-b089-8a583dc874ef
2020-02-01 00:14:07 UTC,view,5706901,1.48758E+18,,,9.52,379669931,3bccb453-14db-4a1f-99ad-64c8d54f203c
2020-02-01 00:14:15 UTC,cart,5914942,2.05516E+18,,irisk,1.75,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:14:20 UTC,cart,5811667,1.48758E+18,,irisk,2.48,558432692,0065215b-de9e-485d-82b7-969e62d691c8
2020-02-01 00:14:23 UTC,cart,5914943,2.05516E+18,,irisk,1.75,371700894,6e3128a2-b78e-4316-8cf9-8e819796c13f
2020-02-01 00:14:24 UTC,cart,5811668,1.48758E+18,,irisk,2.48,558432692,0065215b-de9e-485d-82b7-969e62d691c8
